reading_id,sensor_id,timestamp,temperature_c,humidity_pct,battery_pct
396,SENSOR-043,2024-01-01T06:36:00,-3.09,11.04,64.8
397,SENSOR-010,2024-01-01T06:37:00,29.67,53.8,43.7
398,SENSOR-009,2024-01-01T06:38:00,-5.34,67.8,41.6
399,SENSOR-030,2024-01-01T06:39:00,39.15,72.59,93.0
400,SENSOR-040,2024-01-01T06:40:00,-0.11,55.85,55.2
401,SENSOR-029,2024-01-01T06:41:00,11.16,30.32,42.5
402,SENSOR-001,2024-01-01T06:42:00,21.79,86.21,23.7
403,SENSOR-033,2024-01-01T06:43:00,4.81,93.39,57.6
404,SENSOR-003,2024-01-01T06:44:00,43.8,61.13,70.5
405,SENSOR-008,2024-01-01T06:45:00,21.91,96.56,8.0
406,SENSOR-047,2024-01-01T06:46:00,30.22,98.52,98.4
407,SENSOR-050,2024-01-01T06:47:00,5.37,56.53,52.3
408,SENSOR-040,2024-01-01T06:48:00,-5.14,52.52,74.2
409,SENSOR-043,2024-01-01T06:49:00,-5.71,67.03,79.8
410,SENSOR-020,2024-01-01T06:50:00,23.72,91.32,53.5
411,SENSOR-001,2024-01-01T06:51:00,15.79,56.14,46.9
412,SENSOR-047,2024-01-01T06:52:00,8.23,41.76,97.8
413,SENSOR-019,2024-01-01T06:53:00,5.91,13.18,92.3
414,SENSOR-048,2024-01-01T06:54:00,6.72,80.65,26.0
415,SENSOR-041,2024-01-01T06:55:00,16.02,25.22,5.2
416,SENSOR-019,2024-01-01T06:56:00,34.49,66.19,28.7
417,SENSOR-006,2024-01-01T06:57:00,-3.02,16.92,78.4
418,SENSOR-017,2024-01-01T06:58:00,-2.71,35.29,85.8
419,SENSOR-001,2024-01-01T06:59:00,30.78,64.34,91.0
420,SENSOR-048,2024-01-01T07:00:00,-1.69,50.2,80.8
421,SENSOR-017,2024-01-01T07:01:00,33.04,31.26,18.1
422,SENSOR-034,2024-01-01T07:02:00,37.41,40.86,8.4
423,SENSOR-010,2024-01-01T07:03:00,22.75,83.96,83.8
424,SENSOR-049,2024-01-01T07:04:00,44.65,79.33,23.8
425,SENSOR-029,2024-01-01T07:05:00,29.93,25.06,57.8
426,SENSOR-023,2024-01-01T07:06:00,-7.01,33.8,82.0
427,SENSOR-004,2024-01-01T07:07:00,-0.78,45.89,30.1
428,SENSOR-048,2024-01-01T07:08:00,42.15,93.02,23.4
429,SENSOR-044,2024-01-01T07:09:00,28.81,52.71,14.5
430,SENSOR-028,2024-01-01T07:10:00,-9.35,93.45,44.9
431,SENSOR-044,2024-01-01T07:11:00,7.36,57.72,95.6
432,SENSOR-007,2024-01-01T07:12:00,40.47,67.37,95.6
433,SENSOR-028,2024-01-01T07:13:00,23.58,68.69,27.3
434,SENSOR-018,2024-01-01T07:14:00,4.69,18.84,65.4
435,SENSOR-026,2024-01-01T07:15:00,15.36,70.78,24.2
436,SENSOR-044,2024-01-01T07:16:00,22.38,27.54,33.7
437,SENSOR-045,2024-01-01T07:17:00,44.63,38.19,1.1
438,SENSOR-001,2024-01-01T07:18:00,35.74,11.08,9.8
439,SENSOR-007,2024-01-01T07:19:00,27.7,41.64,72.5
440,SENSOR-017,2024-01-01T07:20:00,0.62,12.13,9.2
441,SENSOR-039,2024-01-01T07:21:00,26.11,85.19,95.0
442,SENSOR-041,2024-01-01T07:22:00,-3.3,96.2,8.6
443,SENSOR-039,2024-01-01T07:23:00,-2.86,69.08,90.0
444,SENSOR-037,2024-01-01T07:24:00,34.18,26.63,11.1
445,SENSOR-012,2024-01-01T07:25:00,3.93,52.03,93.6
446,SENSOR-041,2024-01-01T07:26:00,14.94,99.57,76.9
447,SENSOR-045,2024-01-01T07:27:00,39.69,79.29,32.3
448,SENSOR-011,2024-01-01T07:28:00,32.94,34.96,6.2
449,SENSOR-025,2024-01-01T07:29:00,8.3,15.41,95.6
450,SENSOR-017,2024-01-01T07:30:00,-0.21,16.25,97.9
451,SENSOR-013,2024-01-01T07:31:00,23.57,26.06,49.2
452,SENSOR-010,2024-01-01T07:32:00,19.73,48.81,61.4
453,SENSOR-007,2024-01-01T07:33:00,40.19,74.39,10.3
454,SENSOR-005,2024-01-01T07:34:00,-6.13,75.48,77.7
455,SENSOR-002,2024-01-01T07:35:00,39.31,23.4,64.0
456,SENSOR-003,2024-01-01T07:36:00,26.55,33.98,70.0
457,SENSOR-026,2024-01-01T07:37:00,21.61,56.38,94.0
458,SENSOR-032,2024-01-01T07:38:00,16.3,46.35,72.8
459,SENSOR-005,2024-01-01T07:39:00,19.71,10.3,95.4
460,SENSOR-050,2024-01-01T07:40:00,16.51,61.05,93.5
461,SENSOR-023,2024-01-01T07:41:00,8.34,37.25,5.5
462,SENSOR-042,2024-01-01T07:42:00,-5.01,58.12,96.1
463,SENSOR-006,2024-01-01T07:43:00,36.26,78.44,29.0
464,SENSOR-013,2024-01-01T07:44:00,-0.29,13.54,38.4
465,SENSOR-013,2024-01-01T07:45:00,6.44,45.11,10.7
466,SENSOR-045,2024-01-01T07:46:00,9.76,17.64,63.3
467,SENSOR-048,2024-01-01T07:47:00,0.42,13.21,2.5
468,SENSOR-038,2024-01-01T07:48:00,3.12,44.99,79.3
469,SENSOR-042,2024-01-01T07:49:00,6.93,58.05,83.4
470,SENSOR-029,2024-01-01T07:50:00,43.16,11.48,33.9
471,SENSOR-022,2024-01-01T07:51:00,33.33,13.85,11.8
472,SENSOR-042,2024-01-01T07:52:00,26.7,51.25,67.8
473,SENSOR-035,2024-01-01T07:53:00,-1.81,62.14,92.5
474,SENSOR-003,2024-01-01T07:54:00,30.45,54.0,1.9
475,SENSOR-040,2024-01-01T07:55:00,-7.48,73.12,13.1
476,SENSOR-012,2024-01-01T07:56:00,24.8,91.42,82.1
477,SENSOR-007,2024-01-01T07:57:00,15.09,25.36,59.1
478,SENSOR-007,2024-01-01T07:58:00,-3.72,63.55,61.6
479,SENSOR-005,2024-01-01T07:59:00,34.24,48.36,81.2
480,SENSOR-048,2024-01-01T08:00:00,27.31,39.18,97.6
481,SENSOR-037,2024-01-01T08:01:00,20.02,38.94,96.5
482,SENSOR-014,2024-01-01T08:02:00,32.03,63.38,33.6
483,SENSOR-008,2024-01-01T08:03:00,5.06,78.18,16.8
484,SENSOR-024,2024-01-01T08:04:00,20.44,49.48,92.6
485,SENSOR-003,2024-01-01T08:05:00,-2.66,81.19,63.2
486,SENSOR-025,2024-01-01T08:06:00,32.77,11.41,48.7
487,SENSOR-001,2024-01-01T08:07:00,-9.6,93.35,70.7
488,SENSOR-038,2024-01-01T08:08:00,38.78,47.46,80.7
489,SENSOR-050,2024-01-01T08:09:00,16.18,21.42,14.3
490,SENSOR-018,2024-01-01T08:10:00,18.77,47.08,93.8
491,SENSOR-040,2024-01-01T08:11:00,28.04,63.66,71.7
492,SENSOR-040,2024-01-01T08:12:00,42.27,66.45,78.3
493,SENSOR-023,2024-01-01T08:13:00,13.03,60.19,19.2
494,SENSOR-034,2024-01-01T08:14:00,43.72,65.7,86.3
495,SENSOR-035,2024-01-01T08:15:00,17.91,51.78,62.6
496,SENSOR-014,2024-01-01T08:16:00,5.2,27.43,79.7
497,SENSOR-044,2024-01-01T08:17:00,36.41,92.03,49.8
498,SENSOR-011,2024-01-01T08:18:00,26.86,13.88,64.5
499,SENSOR-019,2024-01-01T08:19:00,1.53,32.62,61.7
500,SENSOR-049,2024-01-01T08:20:00,14.92,19.4,5.2
501,SENSOR-035,2024-01-01T08:21:00,-0.33,80.69,48.5
502,SENSOR-008,2024-01-01T08:22:00,-6.1,31.18,44.5
503,SENSOR-038,2024-01-01T08:23:00,7.93,27.89,67.7
504,SENSOR-021,2024-01-01T08:24:00,2.65,19.91,22.8
505,SENSOR-016,2024-01-01T08:25:00,30.58,88.29,37.6
506,SENSOR-015,2024-01-01T08:26:00,-5.96,62.66,5.4
507,SENSOR-028,2024-01-01T08:27:00,-2.03,93.51,45.5
508,SENSOR-025,2024-01-01T08:28:00,10.54,51.2,19.4
509,SENSOR-023,2024-01-01T08:29:00,43.66,28.2,12.7
510,SENSOR-045,2024-01-01T08:30:00,21.28,35.25,11.1
511,SENSOR-030,2024-01-01T08:31:00,15.22,25.41,34.4
512,SENSOR-019,2024-01-01T08:32:00,23.2,81.06,63.8
513,SENSOR-040,2024-01-01T08:33:00,39.81,62.03,55.3
514,SENSOR-015,2024-01-01T08:34:00,-5.24,87.13,48.9
515,SENSOR-014,2024-01-01T08:35:00,22.54,85.33,27.9
516,SENSOR-047,2024-01-01T08:36:00,13.55,88.53,24.8
517,SENSOR-028,2024-01-01T08:37:00,21.87,90.26,59.2
518,SENSOR-010,2024-01-01T08:38:00,40.26,90.84,41.8
519,SENSOR-003,2024-01-01T08:39:00,-7.8,52.36,76.9
520,SENSOR-003,2024-01-01T08:40:00,13.41,45.49,81.0
521,SENSOR-045,2024-01-01T08:41:00,35.17,50.72,24.1
522,SENSOR-036,2024-01-01T08:42:00,31.42,72.38,40.7
523,SENSOR-014,2024-01-01T08:43:00,-2.7,36.62,64.8
524,SENSOR-006,2024-01-01T08:44:00,-9.12,70.21,16.2
525,SENSOR-030,2024-01-01T08:45:00,37.19,77.26,2.4
526,SENSOR-030,2024-01-01T08:46:00,15.51,22.48,70.3
527,SENSOR-012,2024-01-01T08:47:00,33.44,43.34,46.4
528,SENSOR-041,2024-01-01T08:48:00,-9.92,66.46,38.5
529,SENSOR-045,2024-01-01T08:49:00,8.31,12.94,42.6
530,SENSOR-018,2024-01-01T08:50:00,28.39,65.13,57.5
531,SENSOR-014,2024-01-01T08:51:00,33.32,17.29,88.1
532,SENSOR-048,2024-01-01T08:52:00,41.27,56.33,91.0
533,SENSOR-024,2024-01-01T08:53:00,38.84,19.99,36.6
534,SENSOR-040,2024-01-01T08:54:00,-7.75,42.98,64.8
535,SENSOR-046,2024-01-01T08:55:00,-6.31,73.84,20.5
536,SENSOR-022,2024-01-01T08:56:00,3.12,20.22,47.8
537,SENSOR-049,2024-01-01T08:57:00,21.91,96.32,21.0
538,SENSOR-048,2024-01-01T08:58:00,31.85,38.84,89.8
539,SENSOR-033,2024-01-01T08:59:00,27.41,34.94,6.3
540,SENSOR-023,2024-01-01T09:00:00,14.88,55.13,83.0
541,SENSOR-031,2024-01-01T09:01:00,29.04,71.05,53.3
542,SENSOR-019,2024-01-01T09:02:00,14.86,43.13,67.3
543,SENSOR-045,2024-01-01T09:03:00,34.48,94.68,6.6
544,SENSOR-030,2024-01-01T09:04:00,-5.2,45.16,17.9
545,SENSOR-005,2024-01-01T09:05:00,-3.98,34.83,69.7
546,SENSOR-032,2024-01-01T09:06:00,-1.72,28.38,95.2
547,SENSOR-002,2024-01-01T09:07:00,6.12,97.26,54.1
548,SENSOR-009,2024-01-01T09:08:00,16.06,47.81,73.8
549,SENSOR-002,2024-01-01T09:09:00,6.03,15.67,87.2
550,SENSOR-015,2024-01-01T09:10:00,35.92,56.77,33.6
551,SENSOR-038,2024-01-01T09:11:00,8.85,68.14,32.6
552,SENSOR-038,2024-01-01T09:12:00,26.62,57.71,54.8
553,SENSOR-030,2024-01-01T09:13:00,6.72,21.88,78.9
554,SENSOR-011,2024-01-01T09:14:00,33.41,30.41,37.2
555,SENSOR-019,2024-01-01T09:15:00,32.34,14.26,35.3
556,SENSOR-030,2024-01-01T09:16:00,42.59,65.68,16.1
557,SENSOR-035,2024-01-01T09:17:00,5.69,97.59,83.9
558,SENSOR-045,2024-01-01T09:18:00,39.76,81.5,16.1
559,SENSOR-008,2024-01-01T09:19:00,-7.74,38.5,12.6
560,SENSOR-017,2024-01-01T09:20:00,10.33,28.46,70.7
561,SENSOR-043,2024-01-01T09:21:00,7.43,40.95,37.3
562,SENSOR-035,2024-01-01T09:22:00,43.65,58.03,12.1
563,SENSOR-002,2024-01-01T09:23:00,12.25,54.95,14.5
564,SENSOR-030,2024-01-01T09:24:00,41.03,24.04,97.0
565,SENSOR-035,2024-01-01T09:25:00,43.66,39.82,70.5
566,SENSOR-031,2024-01-01T09:26:00,39.28,97.26,75.4
567,SENSOR-037,2024-01-01T09:27:00,26.68,81.96,72.9
568,SENSOR-029,2024-01-01T09:28:00,8.63,20.11,47.9
569,SENSOR-003,2024-01-01T09:29:00,-2.33,59.59,30.8
570,SENSOR-026,2024-01-01T09:30:00,23.96,29.83,35.7
571,SENSOR-021,2024-01-01T09:31:00,-6.97,67.72,58.3
572,SENSOR-015,2024-01-01T09:32:00,32.97,79.04,19.6
573,SENSOR-006,2024-01-01T09:33:00,19.61,50.09,67.2
574,SENSOR-006,2024-01-01T09:34:00,43.67,45.5,49.0
575,SENSOR-039,2024-01-01T09:35:00,23.28,94.91,90.8
576,SENSOR-024,2024-01-01T09:36:00,11.87,74.44,42.8
577,SENSOR-025,2024-01-01T09:37:00,10.51,35.62,35.1
578,SENSOR-029,2024-01-01T09:38:00,38.09,17.88,72.8
579,SENSOR-029,2024-01-01T09:39:00,30.78,47.4,44.3
580,SENSOR-011,2024-01-01T09:40:00,34.31,97.33,42.4
581,SENSOR-027,2024-01-01T09:41:00,-2.32,62.85,8.6
582,SENSOR-014,2024-01-01T09:42:00,6.68,98.95,52.5
583,SENSOR-022,2024-01-01T09:43:00,-6.36,96.41,75.6
584,SENSOR-006,2024-01-01T09:44:00,-9.64,67.49,27.3
585,SENSOR-012,2024-01-01T09:45:00,20.57,73.92,75.5
586,SENSOR-009,2024-01-01T09:46:00,0.96,84.91,28.9
587,SENSOR-032,2024-01-01T09:47:00,-7.68,84.36,83.5
588,SENSOR-020,2024-01-01T09:48:00,17.18,76.59,22.5
589,SENSOR-001,2024-01-01T09:49:00,-1.53,37.02,64.1
590,SENSOR-041,2024-01-01T09:50:00,15.99,68.84,89.3
591,SENSOR-027,2024-01-01T09:51:00,-0.13,91.61,64.5
592,SENSOR-002,2024-01-01T09:52:00,-3.44,34.95,99.4
593,SENSOR-005,2024-01-01T09:53:00,22.94,42.56,48.0
594,SENSOR-028,2024-01-01T09:54:00,37.76,66.52,47.6
595,SENSOR-045,2024-01-01T09:55:00,35.01,43.59,73.3
596,SENSOR-002,2024-01-01T09:56:00,36.49,24.66,5.9
597,SENSOR-021,2024-01-01T09:57:00,15.36,72.4,35.7
598,SENSOR-004,2024-01-01T09:58:00,5.0,47.76,91.2
599,SENSOR-023,2024-01-01T09:59:00,-7.32,36.25,63.9
600,SENSOR-005,2024-01-01T10:00:00,18.26,78.98,18.3
601,SENSOR-007,2024-01-01T10:01:00,22.93,25.04,32.3
602,SENSOR-021,2024-01-01T10:02:00,35.48,71.65,30.1
603,SENSOR-044,2024-01-01T10:03:00,28.39,42.63,53.4
604,SENSOR-023,2024-01-01T10:04:00,35.28,11.16,51.8
605,SENSOR-024,2024-01-01T10:05:00,32.83,47.08,92.1
606,SENSOR-011,2024-01-01T10:06:00,-4.37,23.91,22.1
607,SENSOR-013,2024-01-01T10:07:00,33.73,60.28,69.0
608,SENSOR-034,2024-01-01T10:08:00,36.53,74.13,70.2
609,SENSOR-008,2024-01-01T10:09:00,12.95,92.44,11.7
610,SENSOR-009,2024-01-01T10:10:00,40.79,53.16,31.2
611,SENSOR-024,2024-01-01T10:11:00,-2.35,49.77,98.8
612,SENSOR-034,2024-01-01T10:12:00,32.0,40.78,71.0
613,SENSOR-002,2024-01-01T10:13:00,30.95,20.67,12.9
614,SENSOR-045,2024-01-01T10:14:00,-2.17,30.39,12.5
615,SENSOR-009,2024-01-01T10:15:00,43.96,48.23,76.3
616,SENSOR-008,2024-01-01T10:16:00,-5.72,79.72,75.7
617,SENSOR-003,2024-01-01T10:17:00,0.8,12.95,66.0
618,SENSOR-038,2024-01-01T10:18:00,-6.74,20.7,25.3
619,SENSOR-005,2024-01-01T10:19:00,6.59,10.92,9.7
620,SENSOR-008,2024-01-01T10:20:00,40.61,28.49,90.1
621,SENSOR-012,2024-01-01T10:21:00,26.88,12.63,14.6
622,SENSOR-048,2024-01-01T10:22:00,41.8,95.39,34.8
623,SENSOR-011,2024-01-01T10:23:00,37.03,80.27,61.3
624,SENSOR-033,2024-01-01T10:24:00,21.36,18.92,57.8
625,SENSOR-001,2024-01-01T10:25:00,19.09,74.42,96.4
626,SENSOR-011,2024-01-01T10:26:00,39.59,58.34,97.4
627,SENSOR-007,2024-01-01T10:27:00,40.83,92.84,85.1
628,SENSOR-031,2024-01-01T10:28:00,10.16,63.04,44.0
629,SENSOR-007,2024-01-01T10:29:00,-0.05,41.93,38.0
630,SENSOR-014,2024-01-01T10:30:00,18.28,46.68,76.1
631,SENSOR-021,2024-01-01T10:31:00,-3.2,19.93,13.6
632,SENSOR-049,2024-01-01T10:32:00,9.87,35.94,72.2
633,SENSOR-006,2024-01-01T10:33:00,8.05,20.42,28.4
634,SENSOR-039,2024-01-01T10:34:00,30.49,71.83,84.1
635,SENSOR-015,2024-01-01T10:35:00,20.47,36.15,85.5
636,SENSOR-013,2024-01-01T10:36:00,37.12,90.53,80.2
637,SENSOR-044,2024-01-01T10:37:00,10.21,11.15,67.4
638,SENSOR-044,2024-01-01T10:38:00,-4.22,49.43,65.9
639,SENSOR-006,2024-01-01T10:39:00,-3.44,45.53,69.5
640,SENSOR-007,2024-01-01T10:40:00,30.78,90.32,16.9
641,SENSOR-024,2024-01-01T10:41:00,43.64,40.48,59.5
642,SENSOR-026,2024-01-01T10:42:00,-3.25,85.43,72.5
643,SENSOR-018,2024-01-01T10:43:00,32.06,78.94,59.4
644,SENSOR-049,2024-01-01T10:44:00,33.42,67.94,40.0
645,SENSOR-031,2024-01-01T10:45:00,26.67,95.51,98.8
646,SENSOR-033,2024-01-01T10:46:00,5.34,79.12,10.8
647,SENSOR-017,2024-01-01T10:47:00,16.91,30.77,94.2
648,SENSOR-002,2024-01-01T10:48:00,-4.52,14.76,6.8
649,SENSOR-044,2024-01-01T10:49:00,-8.53,26.12,60.5
650,SENSOR-021,2024-01-01T10:50:00,-1.6,65.98,9.6
651,SENSOR-005,2024-01-01T10:51:00,26.36,56.8,49.2
652,SENSOR-030,2024-01-01T10:52:00,1.11,69.59,49.0
653,SENSOR-017,2024-01-01T10:53:00,19.83,82.85,54.1
654,SENSOR-002,2024-01-01T10:54:00,42.39,12.84,43.0
655,SENSOR-008,2024-01-01T10:55:00,11.1,38.31,37.6
656,SENSOR-030,2024-01-01T10:56:00,-8.02,25.92,65.9
657,SENSOR-050,2024-01-01T10:57:00,6.67,73.55,49.1
658,SENSOR-009,2024-01-01T10:58:00,7.19,45.02,76.4
659,SENSOR-037,2024-01-01T10:59:00,27.13,69.41,68.5
660,SENSOR-037,2024-01-01T11:00:00,15.84,60.6,15.6
661,SENSOR-004,2024-01-01T11:01:00,11.53,54.52,97.1
662,SENSOR-040,2024-01-01T11:02:00,27.21,78.98,28.4
663,SENSOR-004,2024-01-01T11:03:00,-8.45,14.06,83.7
664,SENSOR-023,2024-01-01T11:04:00,34.53,62.56,76.5
665,SENSOR-041,2024-01-01T11:05:00,8.77,18.76,34.5
666,SENSOR-023,2024-01-01T11:06:00,12.66,15.08,24.4
667,SENSOR-016,2024-01-01T11:07:00,25.64,63.33,91.0
668,SENSOR-005,2024-01-01T11:08:00,37.79,20.3,17.0
669,SENSOR-035,2024-01-01T11:09:00,7.94,51.48,86.3
670,SENSOR-037,2024-01-01T11:10:00,18.31,47.91,2.0
671,SENSOR-031,2024-01-01T11:11:00,22.34,98.72,37.8
672,SENSOR-025,2024-01-01T11:12:00,7.73,18.8,48.8
673,SENSOR-045,2024-01-01T11:13:00,27.13,40.24,50.3
674,SENSOR-049,2024-01-01T11:14:00,26.71,25.0,30.0
675,SENSOR-028,2024-01-01T11:15:00,1.1,67.19,97.4
676,SENSOR-005,2024-01-01T11:16:00,36.22,58.23,28.7
677,SENSOR-004,2024-01-01T11:17:00,6.35,61.62,80.5
678,SENSOR-040,2024-01-01T11:18:00,30.86,18.28,84.4
679,SENSOR-007,2024-01-01T11:19:00,22.55,34.6,56.6
680,SENSOR-034,2024-01-01T11:20:00,16.14,28.88,79.6
681,SENSOR-042,2024-01-01T11:21:00,35.31,55.42,30.0
682,SENSOR-043,2024-01-01T11:22:00,19.7,28.01,40.2
683,SENSOR-040,2024-01-01T11:23:00,18.35,70.44,54.8
684,SENSOR-002,2024-01-01T11:24:00,24.53,56.46,18.7
685,SENSOR-032,2024-01-01T11:25:00,1.71,96.59,74.2
686,SENSOR-030,2024-01-01T11:26:00,4.74,67.41,80.9
687,SENSOR-050,2024-01-01T11:27:00,39.88,94.12,72.7
688,SENSOR-004,2024-01-01T11:28:00,18.72,42.78,14.8
689,SENSOR-010,2024-01-01T11:29:00,31.05,78.9,84.4
690,SENSOR-027,2024-01-01T11:30:00,7.53,84.72,6.4
691,SENSOR-014,2024-01-01T11:31:00,36.53,34.02,28.7
692,SENSOR-011,2024-01-01T11:32:00,4.1,64.11,40.6
693,SENSOR-008,2024-01-01T11:33:00,-1.75,12.49,79.7
694,SENSOR-020,2024-01-01T11:34:00,15.53,60.38,43.6
695,SENSOR-042,2024-01-01T11:35:00,39.81,28.18,27.3
696,SENSOR-002,2024-01-01T11:36:00,4.21,82.32,65.9
697,SENSOR-012,2024-01-01T11:37:00,25.44,13.8,72.2
698,SENSOR-002,2024-01-01T11:38:00,-6.96,90.69,31.4
699,SENSOR-020,2024-01-01T11:39:00,37.69,91.05,40.7
700,SENSOR-024,2024-01-01T11:40:00,26.94,89.71,39.7
701,SENSOR-047,2024-01-01T11:41:00,36.35,31.24,57.1
702,SENSOR-033,2024-01-01T11:42:00,41.31,56.98,82.9
703,SENSOR-050,2024-01-01T11:43:00,41.24,32.66,88.5
704,SENSOR-016,2024-01-01T11:44:00,22.99,79.59,31.3
705,SENSOR-038,2024-01-01T11:45:00,30.55,82.53,74.4
706,SENSOR-028,2024-01-01T11:46:00,1.99,19.61,21.4
707,SENSOR-018,2024-01-01T11:47:00,14.17,32.89,58.9
708,SENSOR-032,2024-01-01T11:48:00,19.34,72.97,11.3
709,SENSOR-035,2024-01-01T11:49:00,13.31,71.45,96.3
710,SENSOR-010,2024-01-01T11:50:00,9.96,74.41,82.1
711,SENSOR-002,2024-01-01T11:51:00,25.5,91.47,3.5
712,SENSOR-048,2024-01-01T11:52:00,26.42,94.68,69.1
713,SENSOR-043,2024-01-01T11:53:00,3.18,59.75,30.9
714,SENSOR-045,2024-01-01T11:54:00,9.96,83.1,12.2
715,SENSOR-016,2024-01-01T11:55:00,37.17,44.96,91.0
716,SENSOR-026,2024-01-01T11:56:00,41.01,92.61,30.1
717,SENSOR-049,2024-01-01T11:57:00,2.95,28.93,89.0
718,SENSOR-029,2024-01-01T11:58:00,24.72,89.15,76.7
719,SENSOR-027,2024-01-01T11:59:00,33.41,34.66,8.0
720,SENSOR-050,2024-01-01T12:00:00,41.73,52.4,41.3
721,SENSOR-022,2024-01-01T12:01:00,29.46,88.91,82.0
722,SENSOR-011,2024-01-01T12:02:00,28.42,55.57,35.2
723,SENSOR-039,2024-01-01T12:03:00,30.11,59.3,32.7
724,SENSOR-045,2024-01-01T12:04:00,-8.5,14.69,64.2
725,SENSOR-041,2024-01-01T12:05:00,14.39,67.7,0.3
726,SENSOR-013,2024-01-01T12:06:00,24.56,38.23,8.2
727,SENSOR-011,2024-01-01T12:07:00,3.73,74.22,76.8
728,SENSOR-042,2024-01-01T12:08:00,31.97,86.23,68.6
729,SENSOR-021,2024-01-01T12:09:00,14.83,88.62,13.4
730,SENSOR-012,2024-01-01T12:10:00,27.81,84.41,80.0
731,SENSOR-013,2024-01-01T12:11:00,-5.36,43.08,39.3
732,SENSOR-025,2024-01-01T12:12:00,41.96,89.59,22.4
733,SENSOR-002,2024-01-01T12:13:00,40.77,68.24,62.7
734,SENSOR-006,2024-01-01T12:14:00,43.58,27.84,70.1
735,SENSOR-011,2024-01-01T12:15:00,-7.26,65.62,60.0
736,SENSOR-010,2024-01-01T12:16:00,-5.1,43.11,94.7
737,SENSOR-008,2024-01-01T12:17:00,-9.22,57.33,77.3
738,SENSOR-030,2024-01-01T12:18:00,35.5,54.47,22.4
739,SENSOR-014,2024-01-01T12:19:00,0.48,87.57,78.2
740,SENSOR-019,2024-01-01T12:20:00,31.05,44.39,43.1
741,SENSOR-014,2024-01-01T12:21:00,23.0,99.57,28.3
742,SENSOR-044,2024-01-01T12:22:00,0.41,26.23,79.2
743,SENSOR-002,2024-01-01T12:23:00,5.96,33.56,61.8
744,SENSOR-016,2024-01-01T12:24:00,10.33,71.58,45.8
745,SENSOR-001,2024-01-01T12:25:00,15.79,88.43,97.4
746,SENSOR-026,2024-01-01T12:26:00,27.78,74.2,70.8
747,SENSOR-048,2024-01-01T12:27:00,22.85,16.58,55.7
748,SENSOR-004,2024-01-01T12:28:00,8.31,31.14,90.8
749,SENSOR-039,2024-01-01T12:29:00,41.66,97.05,59.8
750,SENSOR-048,2024-01-01T12:30:00,34.54,10.48,50.5
751,SENSOR-025,2024-01-01T12:31:00,6.64,45.52,37.1
752,SENSOR-036,2024-01-01T12:32:00,-7.74,26.14,17.0
753,SENSOR-032,2024-01-01T12:33:00,41.17,89.01,13.2
754,SENSOR-021,2024-01-01T12:34:00,29.06,48.96,26.0
755,SENSOR-021,2024-01-01T12:35:00,-7.57,21.51,87.2
756,SENSOR-018,2024-01-01T12:36:00,31.13,93.36,28.3
757,SENSOR-017,2024-01-01T12:37:00,23.71,78.54,26.4
758,SENSOR-021,2024-01-01T12:38:00,13.97,24.85,73.7
759,SENSOR-032,2024-01-01T12:39:00,32.0,23.61,85.3
760,SENSOR-043,2024-01-01T12:40:00,25.02,49.6,18.9
761,SENSOR-004,2024-01-01T12:41:00,2.64,13.23,26.0
762,SENSOR-046,2024-01-01T12:42:00,15.69,20.44,89.5
763,SENSOR-032,2024-01-01T12:43:00,-7.76,42.09,70.9
764,SENSOR-032,2024-01-01T12:44:00,15.18,20.12,72.0
765,SENSOR-010,2024-01-01T12:45:00,-3.2,18.42,86.8
766,SENSOR-012,2024-01-01T12:46:00,35.92,77.49,82.3
767,SENSOR-037,2024-01-01T12:47:00,39.0,62.71,58.4
768,SENSOR-001,2024-01-01T12:48:00,18.93,61.37,41.6
769,SENSOR-005,2024-01-01T12:49:00,3.54,54.83,9.4
770,SENSOR-022,2024-01-01T12:50:00,-8.57,71.32,68.1
771,SENSOR-026,2024-01-01T12:51:00,10.55,93.62,10.6
772,SENSOR-021,2024-01-01T12:52:00,-1.54,17.3,83.1
773,SENSOR-043,2024-01-01T12:53:00,16.39,66.55,26.9
774,SENSOR-043,2024-01-01T12:54:00,-9.68,97.28,65.6
775,SENSOR-029,2024-01-01T12:55:00,7.87,75.84,73.4
776,SENSOR-037,2024-01-01T12:56:00,-2.89,87.7,80.2
777,SENSOR-019,2024-01-01T12:57:00,7.77,15.0,7.1
778,SENSOR-039,2024-01-01T12:58:00,10.98,45.9,17.8
779,SENSOR-050,2024-01-01T12:59:00,37.6,18.03,85.2
780,SENSOR-011,2024-01-01T13:00:00,11.37,46.22,64.7
781,SENSOR-042,2024-01-01T13:01:00,-1.52,36.87,80.1
782,SENSOR-048,2024-01-01T13:02:00,34.35,37.91,68.5
783,SENSOR-009,2024-01-01T13:03:00,9.75,18.65,36.7
784,SENSOR-013,2024-01-01T13:04:00,16.93,89.69,47.6
785,SENSOR-037,2024-01-01T13:05:00,23.02,18.12,42.3
786,SENSOR-024,2024-01-01T13:06:00,23.76,49.07,42.6
787,SENSOR-003,2024-01-01T13:07:00,18.23,97.59,67.6
788,SENSOR-042,2024-01-01T13:08:00,27.74,23.96,49.5
789,SENSOR-041,2024-01-01T13:09:00,25.6,17.56,46.8
790,SENSOR-006,2024-01-01T13:10:00,39.9,52.99,14.9
791,SENSOR-009,2024-01-01T13:11:00,27.64,37.04,24.9
