transaction_id,timestamp,customer_id,region,channel,amount,status
445,2024-02-26T13:25:00,10445,North,mobile,1261.13,refunded
446,2024-03-27T14:26:00,10446,Central,online,322.53,completed
447,2024-04-28T15:27:00,10447,West,phone,1987.45,refunded
448,2024-05-01T16:28:00,10448,Central,phone,1887.66,pending
449,2024-06-02T17:29:00,10449,Central,mobile,1250.69,completed
450,2024-07-03T18:30:00,10450,North,in-store,1784.27,failed
451,2024-08-04T19:31:00,10451,Central,mobile,373.2,pending
452,2024-09-05T20:32:00,10452,East,phone,407.09,refunded
453,2024-10-06T21:33:00,10453,Central,phone,1268.78,failed
454,2024-11-07T22:34:00,10454,Central,phone,1187.76,completed
455,2024-12-08T23:35:00,10455,East,phone,1684.84,failed
456,2024-01-09T00:36:00,10456,Central,phone,1992.09,completed
457,2024-02-10T01:37:00,10457,Central,mobile,664.56,pending
458,2024-03-11T02:38:00,10458,North,mobile,427.11,failed
459,2024-04-12T03:39:00,10459,South,in-store,79.89,completed
460,2024-05-13T04:40:00,10460,South,online,1103.16,failed
461,2024-06-14T05:41:00,10461,South,mobile,1726.56,failed
462,2024-07-15T06:42:00,10462,Central,mobile,2182.17,completed
463,2024-08-16T07:43:00,10463,South,in-store,1402.66,failed
464,2024-09-17T08:44:00,10464,Central,mobile,785.07,pending
465,2024-10-18T09:45:00,10465,West,phone,1366.14,refunded
466,2024-11-19T10:46:00,10466,Central,mobile,481.47,pending
467,2024-12-20T11:47:00,10467,East,phone,562.94,refunded
468,2024-01-21T12:48:00,10468,East,in-store,1725.91,failed
469,2024-02-22T13:49:00,10469,East,mobile,872.66,refunded
470,2024-03-23T14:50:00,10470,East,online,1434.12,failed
471,2024-04-24T15:51:00,10471,West,phone,2386.57,pending
472,2024-05-25T16:52:00,10472,East,online,719.79,completed
473,2024-06-26T17:53:00,10473,East,mobile,1640.27,failed
474,2024-07-27T18:54:00,10474,South,in-store,2070.05,refunded
475,2024-08-28T19:55:00,10475,Central,phone,344.05,pending
476,2024-09-01T20:56:00,10476,South,online,1674.92,pending
477,2024-10-02T21:57:00,10477,South,online,251.39,refunded
478,2024-11-03T22:58:00,10478,West,online,1703.3,pending
479,2024-12-04T23:59:00,10479,North,in-store,1017.86,failed
480,2024-01-05T00:00:00,10480,West,in-store,1890.02,refunded
481,2024-02-06T01:01:00,10481,East,phone,1615.1,completed
482,2024-03-07T02:02:00,10482,Central,in-store,1338.35,completed
483,2024-04-08T03:03:00,10483,South,mobile,2205.73,pending
484,2024-05-09T04:04:00,10484,North,mobile,1970.11,pending
485,2024-06-10T05:05:00,10485,East,online,24.16,completed
486,2024-07-11T06:06:00,10486,East,phone,1136.42,failed
487,2024-08-12T07:07:00,10487,South,mobile,682.82,completed
488,2024-09-13T08:08:00,10488,East,in-store,1828.07,refunded
489,2024-10-14T09:09:00,10489,South,online,1841.81,refunded
490,2024-11-15T10:10:00,10490,Central,in-store,439.56,failed
491,2024-12-16T11:11:00,10491,West,phone,217.76,completed
492,2024-01-17T12:12:00,10492,South,in-store,1194.16,pending
493,2024-02-18T13:13:00,10493,North,phone,959.55,failed
494,2024-03-19T14:14:00,10494,East,phone,755.56,completed
495,2024-04-20T15:15:00,10495,East,phone,1732.23,completed
496,2024-05-21T16:16:00,10496,North,mobile,767.71,failed
497,2024-06-22T17:17:00,10497,Central,phone,1726.04,refunded
498,2024-07-23T18:18:00,10498,East,in-store,548.6,pending
499,2024-08-24T19:19:00,10499,West,in-store,1137.99,refunded
500,2024-09-25T20:20:00,10000,West,mobile,1893.62,pending
501,2024-10-26T21:21:00,10001,South,online,1314.24,refunded
502,2024-11-27T22:22:00,10002,North,online,155.33,pending
503,2024-12-28T23:23:00,10003,Central,in-store,412.18,failed
504,2024-01-01T00:24:00,10004,North,in-store,1792.58,failed
505,2024-02-02T01:25:00,10005,North,mobile,2021.92,failed
506,2024-03-03T02:26:00,10006,South,mobile,1142.54,completed
507,2024-04-04T03:27:00,10007,Central,mobile,1682.25,refunded
508,2024-05-05T04:28:00,10008,North,mobile,636.89,completed
509,2024-06-06T05:29:00,10009,South,online,114.18,refunded
510,2024-07-07T06:30:00,10010,North,online,2336.52,completed
511,2024-08-08T07:31:00,10011,West,online,718.44,pending
512,2024-09-09T08:32:00,10012,South,mobile,936.78,failed
513,2024-10-10T09:33:00,10013,West,mobile,939.74,pending
514,2024-11-11T10:34:00,10014,East,online,447.01,failed
515,2024-12-12T11:35:00,10015,Central,in-store,1819.92,pending
516,2024-01-13T12:36:00,10016,North,online,2446.25,failed
517,2024-02-14T13:37:00,10017,Central,mobile,1330.3,pending
518,2024-03-15T14:38:00,10018,South,mobile,866.05,refunded
519,2024-04-16T15:39:00,10019,South,online,81.51,failed
520,2024-05-17T16:40:00,10020,Central,online,602.43,completed
521,2024-06-18T17:41:00,10021,North,online,1116.66,completed
522,2024-07-19T18:42:00,10022,South,online,1006.26,pending
523,2024-08-20T19:43:00,10023,Central,in-store,1886.21,completed
524,2024-09-21T20:44:00,10024,South,phone,586.17,refunded
525,2024-10-22T21:45:00,10025,Central,phone,593.02,pending
526,2024-11-23T22:46:00,10026,Central,in-store,1034.49,refunded
527,2024-12-24T23:47:00,10027,North,in-store,1565.36,failed
528,2024-01-25T00:48:00,10028,Central,mobile,118.16,refunded
529,2024-02-26T01:49:00,10029,West,phone,1741.07,failed
530,2024-03-27T02:50:00,10030,South,phone,941.77,failed
531,2024-04-28T03:51:00,10031,South,in-store,752.54,pending
532,2024-05-01T04:52:00,10032,West,online,1406.4,failed
533,2024-06-02T05:53:00,10033,Central,in-store,971.66,refunded
534,2024-07-03T06:54:00,10034,South,phone,1617.12,failed
535,2024-08-04T07:55:00,10035,East,online,1339.55,pending
536,2024-09-05T08:56:00,10036,North,phone,943.54,completed
537,2024-10-06T09:57:00,10037,North,in-store,2011.82,pending
538,2024-11-07T10:58:00,10038,West,in-store,2173.82,refunded
539,2024-12-08T11:59:00,10039,East,online,530.31,pending
540,2024-01-09T12:00:00,10040,North,mobile,2286.19,pending
541,2024-02-10T13:01:00,10041,West,in-store,1380.65,refunded
542,2024-03-11T14:02:00,10042,West,mobile,1334.59,refunded
543,2024-04-12T15:03:00,10043,East,phone,899.75,failed
544,2024-05-13T16:04:00,10044,West,online,2007.24,failed
545,2024-06-14T17:05:00,10045,East,in-store,927.39,failed
546,2024-07-15T18:06:00,10046,North,in-store,1853.39,completed
547,2024-08-16T19:07:00,10047,East,mobile,738.69,pending
548,2024-09-17T20:08:00,10048,East,in-store,950.22,pending
549,2024-10-18T21:09:00,10049,West,phone,644.06,failed
550,2024-11-19T22:10:00,10050,West,mobile,421.42,refunded
551,2024-12-20T23:11:00,10051,South,in-store,1801.06,failed
552,2024-01-21T00:12:00,10052,South,online,1310.34,completed
553,2024-02-22T01:13:00,10053,North,online,1031.57,pending
554,2024-03-23T02:14:00,10054,North,in-store,23.84,failed
555,2024-04-24T03:15:00,10055,East,online,1544.97,failed
556,2024-05-25T04:16:00,10056,West,online,17.52,failed
557,2024-06-26T05:17:00,10057,North,online,1324.01,refunded
558,2024-07-27T06:18:00,10058,Central,phone,43.84,failed
559,2024-08-28T07:19:00,10059,South,online,2295.2,pending
560,2024-09-01T08:20:00,10060,South,in-store,1549.83,refunded
561,2024-10-02T09:21:00,10061,East,phone,1987.55,completed
562,2024-11-03T10:22:00,10062,East,mobile,1148.04,pending
563,2024-12-04T11:23:00,10063,South,phone,1710.42,completed
564,2024-01-05T12:24:00,10064,North,online,1013.79,failed
565,2024-02-06T13:25:00,10065,Central,mobile,141.23,completed
566,2024-03-07T14:26:00,10066,South,online,1250.15,failed
567,2024-04-08T15:27:00,10067,East,online,2237.08,completed
568,2024-05-09T16:28:00,10068,South,in-store,2253.28,failed
569,2024-06-10T17:29:00,10069,East,online,2310.47,refunded
570,2024-07-11T18:30:00,10070,Central,online,449.21,refunded
571,2024-08-12T19:31:00,10071,North,in-store,1468.0,failed
572,2024-09-13T20:32:00,10072,North,phone,406.96,pending
573,2024-10-14T21:33:00,10073,Central,mobile,1692.91,refunded
574,2024-11-15T22:34:00,10074,West,in-store,1976.45,completed
575,2024-12-16T23:35:00,10075,Central,phone,135.19,failed
576,2024-01-17T00:36:00,10076,South,online,852.14,failed
577,2024-02-18T01:37:00,10077,East,online,1585.67,failed
578,2024-03-19T02:38:00,10078,West,in-store,890.17,failed
579,2024-04-20T03:39:00,10079,West,in-store,1699.56,failed
580,2024-05-21T04:40:00,10080,North,phone,1995.34,completed
581,2024-06-22T05:41:00,10081,North,phone,386.4,pending
582,2024-07-23T06:42:00,10082,West,phone,902.39,completed
583,2024-08-24T07:43:00,10083,North,phone,1112.39,refunded
584,2024-09-25T08:44:00,10084,North,in-store,219.16,failed
585,2024-10-26T09:45:00,10085,West,mobile,259.13,completed
586,2024-11-27T10:46:00,10086,East,online,1492.71,refunded
587,2024-12-28T11:47:00,10087,West,online,730.33,failed
588,2024-01-01T12:48:00,10088,North,in-store,1430.33,pending
589,2024-02-02T13:49:00,10089,West,in-store,347.96,refunded
590,2024-03-03T14:50:00,10090,East,mobile,365.69,pending
591,2024-04-04T15:51:00,10091,West,phone,1053.33,failed
592,2024-05-05T16:52:00,10092,North,phone,630.0,pending
593,2024-06-06T17:53:00,10093,West,in-store,1145.2,pending
594,2024-07-07T18:54:00,10094,East,online,2372.11,refunded
595,2024-08-08T19:55:00,10095,Central,mobile,2010.39,refunded
596,2024-09-09T20:56:00,10096,West,phone,1077.11,pending
597,2024-10-10T21:57:00,10097,East,phone,1508.42,pending
598,2024-11-11T22:58:00,10098,West,phone,444.92,failed
599,2024-12-12T23:59:00,10099,East,phone,1837.45,failed
600,2024-01-13T00:00:00,10100,Central,in-store,815.39,refunded
601,2024-02-14T01:01:00,10101,West,phone,285.61,pending
602,2024-03-15T02:02:00,10102,Central,in-store,1704.6,completed
603,2024-04-16T03:03:00,10103,West,in-store,1096.7,refunded
604,2024-05-17T04:04:00,10104,North,mobile,1682.77,pending
605,2024-06-18T05:05:00,10105,East,in-store,632.45,pending
606,2024-07-19T06:06:00,10106,West,mobile,185.84,failed
607,2024-08-20T07:07:00,10107,Central,mobile,1336.38,failed
608,2024-09-21T08:08:00,10108,Central,online,1977.01,refunded
609,2024-10-22T09:09:00,10109,Central,online,274.31,pending
610,2024-11-23T10:10:00,10110,East,in-store,1617.85,completed
611,2024-12-24T11:11:00,10111,Central,mobile,2417.06,refunded
612,2024-01-25T12:12:00,10112,West,online,27.36,refunded
613,2024-02-26T13:13:00,10113,South,in-store,1115.0,failed
614,2024-03-27T14:14:00,10114,West,in-store,863.07,completed
615,2024-04-28T15:15:00,10115,West,online,739.29,completed
616,2024-05-01T16:16:00,10116,North,in-store,871.47,refunded
617,2024-06-02T17:17:00,10117,West,in-store,1303.27,refunded
618,2024-07-03T18:18:00,10118,West,online,1095.98,failed
619,2024-08-04T19:19:00,10119,East,online,751.36,completed
620,2024-09-05T20:20:00,10120,North,phone,1620.28,pending
621,2024-10-06T21:21:00,10121,South,in-store,1380.22,refunded
622,2024-11-07T22:22:00,10122,Central,mobile,2396.2,pending
623,2024-12-08T23:23:00,10123,West,in-store,466.78,failed
624,2024-01-09T00:24:00,10124,West,online,1843.73,pending
625,2024-02-10T01:25:00,10125,West,mobile,972.7,pending
626,2024-03-11T02:26:00,10126,South,phone,1881.06,completed
627,2024-04-12T03:27:00,10127,Central,online,1998.96,pending
628,2024-05-13T04:28:00,10128,East,phone,493.49,completed
629,2024-06-14T05:29:00,10129,East,mobile,1319.76,refunded
630,2024-07-15T06:30:00,10130,Central,mobile,1528.66,completed
631,2024-08-16T07:31:00,10131,East,phone,2113.95,pending
632,2024-09-17T08:32:00,10132,East,online,1680.6,refunded
633,2024-10-18T09:33:00,10133,North,in-store,764.14,pending
634,2024-11-19T10:34:00,10134,East,in-store,1277.55,failed
635,2024-12-20T11:35:00,10135,Central,in-store,1437.44,failed
636,2024-01-21T12:36:00,10136,South,mobile,1589.12,pending
637,2024-02-22T13:37:00,10137,Central,in-store,1224.62,pending
638,2024-03-23T14:38:00,10138,South,phone,2105.12,completed
639,2024-04-24T15:39:00,10139,East,online,1212.04,pending
640,2024-05-25T16:40:00,10140,West,mobile,1023.43,failed
641,2024-06-26T17:41:00,10141,West,mobile,1222.26,completed
642,2024-07-27T18:42:00,10142,Central,online,1989.91,pending
643,2024-08-28T19:43:00,10143,East,online,687.86,refunded
644,2024-09-01T20:44:00,10144,South,mobile,1414.56,failed
645,2024-10-02T21:45:00,10145,Central,online,1432.21,refunded
646,2024-11-03T22:46:00,10146,Central,phone,1355.57,completed
647,2024-12-04T23:47:00,10147,West,in-store,2474.45,completed
648,2024-01-05T00:48:00,10148,South,phone,2187.15,completed
649,2024-02-06T01:49:00,10149,West,phone,872.09,completed
650,2024-03-07T02:50:00,10150,West,online,1939.3,pending
651,2024-04-08T03:51:00,10151,South,phone,2152.76,failed
652,2024-05-09T04:52:00,10152,South,in-store,1962.34,pending
653,2024-06-10T05:53:00,10153,North,phone,1331.17,pending
654,2024-07-11T06:54:00,10154,East,phone,724.04,refunded
655,2024-08-12T07:55:00,10155,Central,online,339.84,failed
656,2024-09-13T08:56:00,10156,North,phone,2167.75,pending
657,2024-10-14T09:57:00,10157,South,in-store,366.46,refunded
658,2024-11-15T10:58:00,10158,South,mobile,1224.16,refunded
659,2024-12-16T11:59:00,10159,West,mobile,1130.53,completed
660,2024-01-17T12:00:00,10160,West,phone,1737.06,refunded
661,2024-02-18T13:01:00,10161,West,mobile,818.9,completed
662,2024-03-19T14:02:00,10162,North,mobile,1587.47,refunded
663,2024-04-20T15:03:00,10163,North,mobile,545.36,failed
664,2024-05-21T16:04:00,10164,South,mobile,672.07,refunded
665,2024-06-22T17:05:00,10165,East,in-store,1415.79,failed
666,2024-07-23T18:06:00,10166,East,online,115.81,failed
667,2024-08-24T19:07:00,10167,North,online,2323.65,pending
668,2024-09-25T20:08:00,10168,West,mobile,2.69,failed
669,2024-10-26T21:09:00,10169,South,in-store,2205.49,refunded
670,2024-11-27T22:10:00,10170,South,phone,234.26,refunded
671,2024-12-28T23:11:00,10171,East,online,930.24,pending
672,2024-01-01T00:12:00,10172,North,mobile,1564.39,pending
673,2024-02-02T01:13:00,10173,West,online,1759.54,completed
674,2024-03-03T02:14:00,10174,South,mobile,195.77,pending
675,2024-04-04T03:15:00,10175,Central,mobile,24.21,refunded
676,2024-05-05T04:16:00,10176,North,mobile,1735.38,failed
677,2024-06-06T05:17:00,10177,North,in-store,958.29,completed
678,2024-07-07T06:18:00,10178,North,phone,919.54,refunded
679,2024-08-08T07:19:00,10179,South,mobile,1933.88,pending
680,2024-09-09T08:20:00,10180,South,online,1326.74,completed
681,2024-10-10T09:21:00,10181,Central,in-store,1100.81,pending
682,2024-11-11T10:22:00,10182,South,mobile,1540.57,failed
683,2024-12-12T11:23:00,10183,South,online,2241.59,pending
684,2024-01-13T12:24:00,10184,North,mobile,879.49,failed
685,2024-02-14T13:25:00,10185,East,in-store,620.22,completed
686,2024-03-15T14:26:00,10186,South,phone,1947.65,completed
687,2024-04-16T15:27:00,10187,East,in-store,1294.86,pending
688,2024-05-17T16:28:00,10188,West,phone,1615.78,pending
689,2024-06-18T17:29:00,10189,West,mobile,282.75,failed
690,2024-07-19T18:30:00,10190,Central,online,1321.19,completed
691,2024-08-20T19:31:00,10191,East,phone,330.83,failed
692,2024-09-21T20:32:00,10192,East,in-store,1907.05,completed
693,2024-10-22T21:33:00,10193,North,online,35.47,pending
694,2024-11-23T22:34:00,10194,North,online,2371.75,failed
695,2024-12-24T23:35:00,10195,Central,phone,1571.8,failed
696,2024-01-25T00:36:00,10196,West,mobile,206.99,pending
697,2024-02-26T01:37:00,10197,East,online,775.46,pending
698,2024-03-27T02:38:00,10198,South,phone,977.44,completed
699,2024-04-28T03:39:00,10199,East,mobile,1825.17,pending
700,2024-05-01T04:40:00,10200,North,in-store,216.45,failed
701,2024-06-02T05:41:00,10201,North,mobile,1531.13,completed
702,2024-07-03T06:42:00,10202,East,in-store,299.49,pending
703,2024-08-04T07:43:00,10203,North,in-store,1241.54,refunded
704,2024-09-05T08:44:00,10204,Central,phone,418.24,pending
705,2024-10-06T09:45:00,10205,East,online,1928.8,completed
706,2024-11-07T10:46:00,10206,East,mobile,680.68,completed
707,2024-12-08T11:47:00,10207,East,online,1240.87,refunded
708,2024-01-09T12:48:00,10208,North,mobile,2148.54,pending
709,2024-02-10T13:49:00,10209,East,in-store,638.54,completed
710,2024-03-11T14:50:00,10210,Central,online,571.78,completed
711,2024-04-12T15:51:00,10211,North,online,612.13,failed
712,2024-05-13T16:52:00,10212,East,mobile,2300.65,pending
713,2024-06-14T17:53:00,10213,North,mobile,562.06,pending
714,2024-07-15T18:54:00,10214,West,phone,678.87,completed
715,2024-08-16T19:55:00,10215,Central,phone,299.38,completed
716,2024-09-17T20:56:00,10216,South,in-store,2011.04,completed
717,2024-10-18T21:57:00,10217,West,online,2192.6,refunded
718,2024-11-19T22:58:00,10218,East,phone,216.88,failed
719,2024-12-20T23:59:00,10219,North,phone,502.48,refunded
720,2024-01-21T00:00:00,10220,Central,in-store,1160.35,failed
721,2024-02-22T01:01:00,10221,South,in-store,377.27,failed
722,2024-03-23T02:02:00,10222,North,in-store,1354.32,completed
723,2024-04-24T03:03:00,10223,East,online,1897.56,failed
724,2024-05-25T04:04:00,10224,East,online,513.78,pending
725,2024-06-26T05:05:00,10225,West,mobile,2403.0,pending
726,2024-07-27T06:06:00,10226,East,online,110.71,pending
727,2024-08-28T07:07:00,10227,Central,mobile,1752.42,refunded
728,2024-09-01T08:08:00,10228,West,online,1452.35,pending
729,2024-10-02T09:09:00,10229,West,online,1480.15,completed
730,2024-11-03T10:10:00,10230,West,in-store,592.69,refunded
731,2024-12-04T11:11:00,10231,East,mobile,1752.11,refunded
732,2024-01-05T12:12:00,10232,East,mobile,680.62,completed
733,2024-02-06T13:13:00,10233,South,in-store,1950.06,completed
734,2024-03-07T14:14:00,10234,South,online,411.77,failed
735,2024-04-08T15:15:00,10235,East,mobile,302.72,refunded
736,2024-05-09T16:16:00,10236,South,mobile,771.46,refunded
737,2024-06-10T17:17:00,10237,North,online,394.88,refunded
738,2024-07-11T18:18:00,10238,Central,online,538.34,refunded
739,2024-08-12T19:19:00,10239,South,online,1778.18,refunded
740,2024-09-13T20:20:00,10240,West,online,1693.28,refunded
741,2024-10-14T21:21:00,10241,South,online,2380.29,failed
742,2024-11-15T22:22:00,10242,Central,in-store,237.72,completed
743,2024-12-16T23:23:00,10243,South,online,30.88,pending
744,2024-01-17T00:24:00,10244,South,in-store,2059.36,refunded
745,2024-02-18T01:25:00,10245,North,phone,2293.65,completed
746,2024-03-19T02:26:00,10246,North,online,495.18,failed
747,2024-04-20T03:27:00,10247,South,online,2262.79,refunded
748,2024-05-21T04:28:00,10248,North,online,2355.76,completed
749,2024-06-22T05:29:00,10249,South,mobile,2054.39,failed
750,2024-07-23T06:30:00,10250,West,online,957.44,failed
751,2024-08-24T07:31:00,10251,South,phone,537.58,pending
752,2024-09-25T08:32:00,10252,East,phone,1115.58,pending
753,2024-10-26T09:33:00,10253,North,in-store,1618.55,failed
754,2024-11-27T10:34:00,10254,West,mobile,153.39,refunded
755,2024-12-28T11:35:00,10255,West,in-store,1048.67,pending
756,2024-01-01T12:36:00,10256,Central,online,2473.52,refunded
757,2024-02-02T13:37:00,10257,West,mobile,860.74,refunded
758,2024-03-03T14:38:00,10258,West,phone,450.36,refunded
759,2024-04-04T15:39:00,10259,Central,in-store,74.23,refunded
760,2024-05-05T16:40:00,10260,North,mobile,1324.05,pending
761,2024-06-06T17:41:00,10261,South,online,620.39,pending
762,2024-07-07T18:42:00,10262,East,online,1910.36,pending
763,2024-08-08T19:43:00,10263,Central,mobile,887.66,pending
764,2024-09-09T20:44:00,10264,South,in-store,1481.71,refunded
765,2024-10-10T21:45:00,10265,Central,online,1758.93,refunded
766,2024-11-11T22:46:00,10266,Central,in-store,1408.21,pending
767,2024-12-12T23:47:00,10267,West,phone,439.72,completed
768,2024-01-13T00:48:00,10268,North,online,582.33,pending
769,2024-02-14T01:49:00,10269,North,mobile,2.71,pending
770,2024-03-15T02:50:00,10270,South,phone,1792.63,refunded
771,2024-04-16T03:51:00,10271,North,online,370.13,pending
772,2024-05-17T04:52:00,10272,North,phone,2401.44,refunded
773,2024-06-18T05:53:00,10273,West,online,842.07,refunded
774,2024-07-19T06:54:00,10274,South,in-store,1831.15,failed
775,2024-08-20T07:55:00,10275,West,phone,436.33,refunded
776,2024-09-21T08:56:00,10276,South,in-store,946.58,refunded
777,2024-10-22T09:57:00,10277,South,in-store,1822.35,failed
778,2024-11-23T10:58:00,10278,Central,online,456.02,refunded
779,2024-12-24T11:59:00,10279,Central,in-store,1599.48,completed
780,2024-01-25T12:00:00,10280,West,in-store,828.59,completed
781,2024-02-26T13:01:00,10281,South,phone,2455.97,pending
782,2024-03-27T14:02:00,10282,North,phone,1117.13,refunded
783,2024-04-28T15:03:00,10283,South,in-store,1733.25,refunded
784,2024-05-01T16:04:00,10284,East,online,1801.31,completed
785,2024-06-02T17:05:00,10285,West,mobile,1831.73,pending
786,2024-07-03T18:06:00,10286,West,mobile,2204.54,refunded
787,2024-08-04T19:07:00,10287,Central,mobile,254.47,failed
788,2024-09-05T20:08:00,10288,Central,in-store,407.48,completed
789,2024-10-06T21:09:00,10289,North,phone,51.17,refunded
790,2024-11-07T22:10:00,10290,North,online,855.18,failed
791,2024-12-08T23:11:00,10291,South,online,1368.07,completed
792,2024-01-09T00:12:00,10292,East,mobile,1761.56,failed
793,2024-02-10T01:13:00,10293,South,mobile,393.6,completed
794,2024-03-11T02:14:00,10294,East,in-store,2436.02,failed
795,2024-04-12T03:15:00,10295,Central,phone,1651.83,refunded
796,2024-05-13T04:16:00,10296,South,online,125.04,failed
797,2024-06-14T05:17:00,10297,South,online,902.71,failed
798,2024-07-15T06:18:00,10298,North,phone,2059.92,failed
799,2024-08-16T07:19:00,10299,South,online,65.31,pending
800,2024-09-17T08:20:00,10300,East,online,1184.45,completed
801,2024-10-18T09:21:00,10301,East,mobile,1177.89,refunded
802,2024-11-19T10:22:00,10302,North,mobile,463.02,failed
803,2024-12-20T11:23:00,10303,East,in-store,1114.99,refunded
804,2024-01-21T12:24:00,10304,West,mobile,659.24,refunded
805,2024-02-22T13:25:00,10305,Central,online,378.68,completed
806,2024-03-23T14:26:00,10306,North,phone,2020.64,failed
807,2024-04-24T15:27:00,10307,Central,in-store,1384.45,failed
808,2024-05-25T16:28:00,10308,Central,mobile,2414.1,failed
809,2024-06-26T17:29:00,10309,Central,in-store,1191.18,completed
810,2024-07-27T18:30:00,10310,West,online,1255.75,pending
811,2024-08-28T19:31:00,10311,North,mobile,433.02,pending
812,2024-09-01T20:32:00,10312,South,in-store,316.34,failed
813,2024-10-02T21:33:00,10313,North,mobile,505.6,pending
814,2024-11-03T22:34:00,10314,Central,phone,800.05,completed
815,2024-12-04T23:35:00,10315,North,mobile,1391.35,refunded
816,2024-01-05T00:36:00,10316,East,mobile,2292.99,completed
817,2024-02-06T01:37:00,10317,Central,mobile,282.18,pending
818,2024-03-07T02:38:00,10318,South,online,2312.4,completed
819,2024-04-08T03:39:00,10319,East,phone,2194.86,refunded
820,2024-05-09T04:40:00,10320,West,mobile,1430.49,failed
821,2024-06-10T05:41:00,10321,North,in-store,689.26,pending
822,2024-07-11T06:42:00,10322,Central,mobile,97.92,refunded
823,2024-08-12T07:43:00,10323,South,online,1864.63,refunded
824,2024-09-13T08:44:00,10324,East,online,845.33,refunded
825,2024-10-14T09:45:00,10325,East,phone,2107.27,completed
826,2024-11-15T10:46:00,10326,South,in-store,751.9,failed
827,2024-12-16T11:47:00,10327,East,phone,1822.27,completed
828,2024-01-17T12:48:00,10328,South,mobile,529.26,failed
829,2024-02-18T13:49:00,10329,West,phone,2052.72,pending
830,2024-03-19T14:50:00,10330,North,phone,1774.21,failed
831,2024-04-20T15:51:00,10331,South,online,435.17,pending
832,2024-05-21T16:52:00,10332,North,in-store,83.64,completed
833,2024-06-22T17:53:00,10333,East,in-store,685.67,failed
834,2024-07-23T18:54:00,10334,Central,mobile,1588.89,completed
835,2024-08-24T19:55:00,10335,North,in-store,931.79,failed
836,2024-09-25T20:56:00,10336,South,mobile,1467.61,refunded
837,2024-10-26T21:57:00,10337,East,in-store,2094.3,refunded
838,2024-11-27T22:58:00,10338,North,phone,69.6,completed
839,2024-12-28T23:59:00,10339,South,in-store,2142.92,pending
840,2024-01-01T00:00:00,10340,South,phone,1629.32,completed
841,2024-02-02T01:01:00,10341,North,mobile,2278.88,pending
842,2024-03-03T02:02:00,10342,Central,online,560.2,refunded
843,2024-04-04T03:03:00,10343,East,mobile,2238.81,refunded
844,2024-05-05T04:04:00,10344,West,phone,546.3,refunded
845,2024-06-06T05:05:00,10345,Central,mobile,1461.63,completed
846,2024-07-07T06:06:00,10346,Central,phone,1404.08,refunded
847,2024-08-08T07:07:00,10347,East,online,1204.86,refunded
848,2024-09-09T08:08:00,10348,East,phone,2153.87,refunded
849,2024-10-10T09:09:00,10349,East,in-store,375.67,pending
850,2024-11-11T10:10:00,10350,North,mobile,1651.67,pending
851,2024-12-12T11:11:00,10351,North,mobile,2493.68,refunded
852,2024-01-13T12:12:00,10352,West,mobile,971.3,completed
853,2024-02-14T13:13:00,10353,Central,in-store,858.57,pending
854,2024-03-15T14:14:00,10354,Central,mobile,2266.41,refunded
855,2024-04-16T15:15:00,10355,Central,phone,2113.7,pending
856,2024-05-17T16:16:00,10356,East,online,1177.48,refunded
857,2024-06-18T17:17:00,10357,Central,in-store,2367.36,refunded
858,2024-07-19T18:18:00,10358,North,in-store,888.85,refunded
859,2024-08-20T19:19:00,10359,West,phone,929.83,refunded
860,2024-09-21T20:20:00,10360,West,online,1176.87,completed
861,2024-10-22T21:21:00,10361,West,in-store,1251.69,failed
862,2024-11-23T22:22:00,10362,Central,phone,1033.36,pending
863,2024-12-24T23:23:00,10363,South,in-store,857.33,failed
864,2024-01-25T00:24:00,10364,South,phone,2156.12,pending
865,2024-02-26T01:25:00,10365,North,mobile,832.24,pending
866,2024-03-27T02:26:00,10366,East,online,12.78,refunded
867,2024-04-28T03:27:00,10367,South,in-store,1441.12,pending
868,2024-05-01T04:28:00,10368,West,online,324.39,failed
869,2024-06-02T05:29:00,10369,West,mobile,1073.13,failed
870,2024-07-03T06:30:00,10370,West,online,95.28,pending
871,2024-08-04T07:31:00,10371,East,online,2230.12,pending
872,2024-09-05T08:32:00,10372,North,online,1567.09,pending
873,2024-10-06T09:33:00,10373,South,phone,780.92,completed
874,2024-11-07T10:34:00,10374,West,phone,418.38,completed
875,2024-12-08T11:35:00,10375,East,phone,1140.36,refunded
876,2024-01-09T12:36:00,10376,West,in-store,857.49,failed
877,2024-02-10T13:37:00,10377,East,in-store,413.04,failed
878,2024-03-11T14:38:00,10378,North,in-store,561.58,pending
879,2024-04-12T15:39:00,10379,South,online,1474.64,pending
880,2024-05-13T16:40:00,10380,North,phone,1778.06,completed
881,2024-06-14T17:41:00,10381,West,phone,1928.35,completed
882,2024-07-15T18:42:00,10382,Central,online,1655.26,completed
883,2024-08-16T19:43:00,10383,North,online,1042.52,failed
884,2024-09-17T20:44:00,10384,North,phone,1186.52,pending
885,2024-10-18T21:45:00,10385,South,online,753.49,completed
886,2024-11-19T22:46:00,10386,Central,phone,1557.37,pending
887,2024-12-20T23:47:00,10387,West,online,1279.45,completed
888,2024-01-21T00:48:00,10388,East,online,1962.12,failed
889,2024-02-22T01:49:00,10389,South,in-store,1945.12,pending
890,2024-03-23T02:50:00,10390,East,mobile,739.08,completed
891,2024-04-24T03:51:00,10391,Central,mobile,2275.98,failed
